fecha,valor,serie_id,nombre
02/01/1992,3.075,SF43784,tiie_91d
03/01/1992,3.075,SF43784,tiie_91d
06/01/1992,3.074,SF43784,tiie_91d
07/01/1992,3.0655,SF43784,tiie_91d
08/01/1992,3.066,SF43784,tiie_91d
09/01/1992,3.067,SF43784,tiie_91d
10/01/1992,3.066,SF43784,tiie_91d
13/01/1992,3.066,SF43784,tiie_91d
14/01/1992,3.0655,SF43784,tiie_91d
15/01/1992,3.0635,SF43784,tiie_91d
16/01/1992,3.0665,SF43784,tiie_91d
17/01/1992,3.0665,SF43784,tiie_91d
20/01/1992,3.0645,SF43784,tiie_91d
21/01/1992,3.063,SF43784,tiie_91d
22/01/1992,3.062,SF43784,tiie_91d
23/01/1992,3.063,SF43784,tiie_91d
24/01/1992,3.082,SF43784,tiie_91d
27/01/1992,3.073,SF43784,tiie_91d
28/01/1992,3.068,SF43784,tiie_91d
29/01/1992,3.0635,SF43784,tiie_91d
30/01/1992,3.068,SF43784,tiie_91d
31/01/1992,3.067,SF43784,tiie_91d
03/02/1992,3.067,SF43784,tiie_91d
04/02/1992,3.066,SF43784,tiie_91d
06/02/1992,3.066,SF43784,tiie_91d
07/02/1992,3.064,SF43784,tiie_91d
10/02/1992,3.064,SF43784,tiie_91d
11/02/1992,3.064,SF43784,tiie_91d
12/02/1992,3.0635,SF43784,tiie_91d
13/02/1992,3.065,SF43784,tiie_91d
14/02/1992,3.063,SF43784,tiie_91d
17/02/1992,3.063,SF43784,tiie_91d
18/02/1992,3.0625,SF43784,tiie_91d
19/02/1992,3.062,SF43784,tiie_91d
20/02/1992,3.062,SF43784,tiie_91d
21/02/1992,3.0615,SF43784,tiie_91d
24/02/1992,3.061,SF43784,tiie_91d
25/02/1992,3.062,SF43784,tiie_91d
26/02/1992,3.0615,SF43784,tiie_91d
27/02/1992,3.0615,SF43784,tiie_91d
28/02/1992,3.0615,SF43784,tiie_91d
02/03/1992,3.061,SF43784,tiie_91d
03/03/1992,3.062,SF43784,tiie_91d
04/03/1992,3.062,SF43784,tiie_91d
05/03/1992,3.062,SF43784,tiie_91d
06/03/1992,3.0613,SF43784,tiie_91d
09/03/1992,3.0613,SF43784,tiie_91d
10/03/1992,3.0615,SF43784,tiie_91d
11/03/1992,3.0613,SF43784,tiie_91d
12/03/1992,3.062,SF43784,tiie_91d
13/03/1992,3.0615,SF43784,tiie_91d
16/03/1992,3.0615,SF43784,tiie_91d
17/03/1992,3.0612,SF43784,tiie_91d
18/03/1992,3.0625,SF43784,tiie_91d
19/03/1992,3.0735,SF43784,tiie_91d
20/03/1992,3.075,SF43784,tiie_91d
23/03/1992,3.071,SF43784,tiie_91d
24/03/1992,3.0705,SF43784,tiie_91d
25/03/1992,3.075,SF43784,tiie_91d
26/03/1992,3.086,SF43784,tiie_91d
27/03/1992,3.095,SF43784,tiie_91d
30/03/1992,3.073,SF43784,tiie_91d
31/03/1992,3.0675,SF43784,tiie_91d
01/04/1992,3.0615,SF43784,tiie_91d
02/04/1992,3.0615,SF43784,tiie_91d
03/04/1992,3.0615,SF43784,tiie_91d
06/04/1992,3.061,SF43784,tiie_91d
07/04/1992,3.061,SF43784,tiie_91d
08/04/1992,3.061,SF43784,tiie_91d
09/04/1992,3.082,SF43784,tiie_91d
10/04/1992,3.07,SF43784,tiie_91d
13/04/1992,3.066,SF43784,tiie_91d
14/04/1992,3.066,SF43784,tiie_91d
15/04/1992,3.0655,SF43784,tiie_91d
20/04/1992,3.0665,SF43784,tiie_91d
21/04/1992,3.064,SF43784,tiie_91d
22/04/1992,3.076,SF43784,tiie_91d
23/04/1992,3.088,SF43784,tiie_91d
24/04/1992,3.081,SF43784,tiie_91d
27/04/1992,3.0755,SF43784,tiie_91d
28/04/1992,3.081,SF43784,tiie_91d
29/04/1992,3.082,SF43784,tiie_91d
30/04/1992,3.0805,SF43784,tiie_91d
04/05/1992,3.081,SF43784,tiie_91d
06/05/1992,3.085,SF43784,tiie_91d
07/05/1992,3.095,SF43784,tiie_91d
08/05/1992,3.105,SF43784,tiie_91d
11/05/1992,3.109,SF43784,tiie_91d
12/05/1992,3.086,SF43784,tiie_91d
13/05/1992,3.087,SF43784,tiie_91d
14/05/1992,3.0975,SF43784,tiie_91d
15/05/1992,3.1045,SF43784,tiie_91d
18/05/1992,3.099,SF43784,tiie_91d
19/05/1992,3.099,SF43784,tiie_91d
20/05/1992,3.104,SF43784,tiie_91d
21/05/1992,3.106,SF43784,tiie_91d
22/05/1992,3.1055,SF43784,tiie_91d
25/05/1992,3.1035,SF43784,tiie_91d
26/05/1992,3.104,SF43784,tiie_91d
27/05/1992,3.107,SF43784,tiie_91d
28/05/1992,3.117,SF43784,tiie_91d
29/05/1992,3.1175,SF43784,tiie_91d
01/06/1992,3.113,SF43784,tiie_91d
02/06/1992,3.1135,SF43784,tiie_91d
03/06/1992,3.117,SF43784,tiie_91d
04/06/1992,3.1185,SF43784,tiie_91d
05/06/1992,3.117,SF43784,tiie_91d
08/06/1992,3.1135,SF43784,tiie_91d
09/06/1992,3.1175,SF43784,tiie_91d
10/06/1992,3.117,SF43784,tiie_91d
11/06/1992,3.118,SF43784,tiie_91d
12/06/1992,3.1205,SF43784,tiie_91d
15/06/1992,3.119,SF43784,tiie_91d
16/06/1992,3.1195,SF43784,tiie_91d
17/06/1992,3.1215,SF43784,tiie_91d
18/06/1992,3.122,SF43784,tiie_91d
19/06/1992,3.119,SF43784,tiie_91d
22/06/1992,3.1185,SF43784,tiie_91d
23/06/1992,3.1225,SF43784,tiie_91d
24/06/1992,3.1225,SF43784,tiie_91d
25/06/1992,3.122,SF43784,tiie_91d
