date,value
2020-11-26,20.0187
2020-11-27,20.0588
2020-11-30,20.1774
2020-12-01,20.0302
2020-12-02,19.9762
2020-12-03,19.8986
2020-12-04,19.764
2020-12-07,19.8933
2020-12-08,19.788
2020-12-09,19.8875
2020-12-10,20.0121
2020-12-11,20.1431
2020-12-14,20.2406
2020-12-15,19.9175
2020-12-16,19.8566
2020-12-17,19.8051
2020-12-18,19.9438
2020-12-21,19.9651
2020-12-22,20.1393
2020-12-23,20.0616
2020-12-24,19.9207
2020-12-28,20.0305
2020-12-29,19.9197
2020-12-30,19.901
2020-12-31,19.8965
2021-01-04,19.9614
2021-01-05,19.8789
2021-01-06,19.6557
2021-01-07,20.024
2021-01-08,19.9673
2021-01-11,20.0687
2021-01-12,19.7928
2021-01-13,19.8461
2021-01-14,19.7136
2021-01-15,19.787
2021-01-18,19.6844
2021-01-19,19.6556
2021-01-20,19.6029
2021-01-21,19.7226
2021-01-22,19.9264
2021-01-25,20.1095
2021-01-26,19.9983
2021-01-27,20.2752
2021-01-28,20.2414
2021-01-29,20.5059
2021-02-01,20.3492
2021-02-02,20.1345
2021-02-03,20.2
2021-02-04,20.4076
2021-02-05,20.1349
2021-02-08,20.1237
2021-02-09,20.0958
2021-02-10,20.0185
2021-02-11,19.9735
2021-02-12,19.9483
2021-02-15,19.97
2021-02-16,20.1873
2021-02-17,20.2068
2021-02-18,20.3013
2021-02-19,20.4761
2021-02-22,20.7263
2021-02-23,20.5086
2021-02-24,20.3785
2021-02-25,20.8906
2021-02-26,20.9139
2021-03-01,20.6514
2021-03-02,20.6095
2021-03-03,20.935
2021-03-04,21.1138
2021-03-05,21.2975
2021-03-08,21.5118
2021-03-09,21.2022
2021-03-10,20.8882
2021-03-11,20.6148
2021-03-12,20.7219
2021-03-15,20.6669
2021-03-16,20.6061
2021-03-17,20.3965
2021-03-18,20.4945
2021-03-19,20.493
2021-03-22,20.5857
2021-03-23,20.7941
2021-03-24,20.9149
2021-03-25,20.6877
2021-03-26,20.5915
2021-03-29,20.617
2021-03-30,20.5835
2021-03-31,20.4352
2021-04-01,20.2932
2021-04-05,20.3186
2021-04-06,20.1628
2021-04-07,20.2085
2021-04-08,20.0818
2021-04-09,20.1569
2021-04-12,20.1424
2021-04-13,20.0832
2021-04-14,20.0735
2021-04-15,19.943
2021-04-16,19.93
2021-04-19,19.8311
2021-04-20,19.9772
2021-04-21,19.8705
2021-04-22,19.9308
2021-04-23,19.8432
2021-04-26,19.8565
2021-04-27,20.051
2021-04-28,19.8984
2021-04-29,20.0443
2021-04-30,20.2588
2021-05-03,20.1615
2021-05-04,20.2127
2021-05-05,20.2488
2021-05-06,20.0911
2021-05-07,19.9112
2021-05-10,19.9277
2021-05-11,19.9476
2021-05-12,20.1748
2021-05-13,19.9485
2021-05-14,19.8771
2021-05-17,19.7844
2021-05-18,19.8405
2021-05-19,19.9406
2021-05-20,19.8825
2021-05-21,19.9481
2021-05-24,19.8746
2021-05-25,19.8995
2021-05-26,19.8843
2021-05-27,19.958
2021-05-28,19.9122
2021-05-31,19.9422
2021-06-01,19.947
2021-06-02,19.898
2021-06-03,20.165
2021-06-04,19.941
2021-06-07,19.7945
2021-06-08,19.707
2021-06-09,19.744
2021-06-10,19.6831
2021-06-11,19.8669
2021-06-14,19.9506
2021-06-15,20.0313
2021-06-16,20.4207
2021-06-17,20.4323
2021-06-18,20.6333
2021-06-21,20.4908
2021-06-22,20.3465
2021-06-23,20.2028
2021-06-24,19.8487
2021-06-25,19.8104
2021-06-28,19.8212
2021-06-29,19.8321
2021-06-30,19.941
2021-07-01,20.0043
2021-07-02,19.772
2021-07-05,19.8562
2021-07-06,20.0208
2021-07-07,19.9566
2021-07-08,19.9876
2021-07-09,19.857
2021-07-12,19.8675
2021-07-13,20.0522
2021-07-14,19.8812
2021-07-15,19.9396
2021-07-16,19.8949
2021-07-19,20.0487
2021-07-20,20.1581
2021-07-21,20.143
2021-07-22,20.1211
2021-07-23,20.0718
2021-07-26,20.0373
2021-07-27,19.9847
2021-07-28,19.9297
2021-07-29,19.8703
2021-07-30,19.9021
2021-08-02,19.9092
2021-08-03,19.9011
2021-08-04,19.976
2021-08-05,19.9236
2021-08-06,20.0515
2021-08-09,20.0771
2021-08-10,20.0903
2021-08-11,19.9311
2021-08-12,19.9517
2021-08-13,19.8631
2021-08-16,19.8955
2021-08-17,20.0073
2021-08-18,20.0504
2021-08-19,20.1525
2021-08-20,20.3855
2021-08-23,20.3215
2021-08-24,20.2118
2021-08-25,20.2399
2021-08-26,20.3603
2021-08-27,20.192
2021-08-30,20.1364
2021-08-31,20.0717
2021-09-01,19.9966
2021-09-02,19.9799
2021-09-03,19.9268
2021-09-06,19.91
2021-09-07,19.938
2021-09-08,19.935
2021-09-09,19.9346
2021-09-10,19.8948
2021-09-13,19.8774
2021-09-14,19.9184
2021-09-15,19.8646
2021-09-16,19.9408
2021-09-17,20.0113
2021-09-20,20.1398
2021-09-21,20.1406
2021-09-22,20.0908
2021-09-23,20.0541
2021-09-24,20.0658
2021-09-27,20.1021
2021-09-28,20.3363
2021-09-29,20.5145
2021-09-30,20.6279
2021-10-01,20.4314
2021-10-04,20.4959
2021-10-05,20.5708
2021-10-06,20.5607
2021-10-07,20.6577
2021-10-08,20.7033
2021-10-11,20.8642
2021-10-12,20.7923
2021-10-13,20.5606
2021-10-14,20.5586
2021-10-15,20.3441
2021-10-18,20.4097
2021-10-19,20.2385
2021-10-20,20.2046
2021-10-21,20.2889
2021-10-22,20.1746
2021-10-25,20.1725
2021-10-26,20.2149
2021-10-27,20.3188
2021-10-28,20.3616
2021-10-29,20.5883
2021-11-01,20.8391
2021-11-02,20.7988
2021-11-03,20.5441
2021-11-04,20.5481
2021-11-05,20.3444
2021-11-08,20.3356
2021-11-09,20.3219
2021-11-10,20.6102
2021-11-11,20.6393
2021-11-12,20.529
2021-11-15,20.6301
2021-11-16,20.757
2021-11-17,20.6563
2021-11-18,20.7739
2021-11-19,20.8539
2021-11-22,21.006
2021-11-23,21.1774
2021-11-24,21.4203
2021-11-25,21.5547
2021-11-26,21.934
2021-11-29,21.6559
2021-11-30,21.4515
2021-12-01,21.4748
2021-12-02,21.273
2021-12-03,21.2697
2021-12-06,21.2375
2021-12-07,21.034
2021-12-08,20.9365
2021-12-09,20.9669
2021-12-10,20.8766
2021-12-13,21.0201
2021-12-14,21.2238
2021-12-15,21.007
2021-12-16,20.8206
2021-12-17,20.8328
2021-12-20,20.7597
2021-12-21,20.8154
2021-12-22,20.7256
2021-12-23,20.6445
2021-12-24,20.6186
2021-12-27,20.6906
2021-12-28,20.6674
2021-12-29,20.5845
2021-12-30,20.4789
2021-12-31,20.5101
2022-01-03,20.5164
2022-01-04,20.5168
2022-01-05,20.5615
2022-01-06,20.5049
2022-01-07,20.3722
2022-01-10,20.3776
2022-01-11,20.3935
2022-01-12,20.3675
2022-01-13,20.3435
2022-01-14,20.3032
2022-01-17,20.2945
2022-01-18,20.3973
2022-01-19,20.5058
2022-01-20,20.5417
2022-01-21,20.459
2022-01-24,20.5811
2022-01-25,20.6185
2022-01-26,20.75
2022-01-27,20.7634
2022-01-28,20.8051
2022-01-31,20.6397
2022-02-01,20.551
2022-02-02,20.5662
2022-02-03,20.5539
2022-02-04,20.6827
2022-02-07,20.6045
2022-02-08,20.6044
2022-02-09,20.4813
2022-02-10,20.563
2022-02-11,20.5363
2022-02-14,20.4263
2022-02-15,20.4038
2022-02-16,20.2754
2022-02-17,20.2943
2022-02-18,20.2934
2022-02-21,20.3099
2022-02-22,20.2949
2022-02-23,20.2442
2022-02-24,20.5501
2022-02-25,20.3507
2022-02-28,20.4844
2022-03-01,20.6468
2022-03-02,20.6243
2022-03-03,20.6431
2022-03-04,20.944
2022-03-07,21.3238
2022-03-08,21.3636
2022-03-09,20.8922
2022-03-10,20.9527
2022-03-11,20.9309
2022-03-14,20.8966
2022-03-15,20.8237
2022-03-16,20.6562
2022-03-17,20.5249
2022-03-18,20.3693
2022-03-21,20.3759
2022-03-22,20.2832
2022-03-23,20.233
2022-03-24,20.0872
2022-03-25,20.037
2022-03-28,20.123
2022-03-29,19.9776
2022-03-30,19.8717
2022-03-31,19.8661
2022-04-01,19.8591
2022-04-04,19.8193
2022-04-05,19.9875
2022-04-06,20.1515
2022-04-07,20.1403
2022-04-08,20.0511
2022-04-11,19.9335
2022-04-12,19.8136
2022-04-13,19.7774
2022-04-14,19.9843
2022-04-18,19.8285
2022-04-19,20.0258
2022-04-20,19.9994
2022-04-21,20.1678
2022-04-22,20.232
2022-04-25,20.2156
2022-04-26,20.4382
2022-04-27,20.3845
2022-04-28,20.4653
2022-04-29,20.3992
2022-05-02,20.4733
2022-05-03,20.2803
2022-05-04,20.0344
2022-05-05,20.221
2022-05-06,20.142
2022-05-09,20.3965
2022-05-10,20.3787
2022-05-11,20.325
2022-05-12,20.2433
2022-05-13,20.1109
2022-05-16,20.0369
2022-05-17,19.9385
2022-05-18,20.0351
2022-05-19,19.9254
2022-05-20,19.8618
2022-05-23,19.8707
2022-05-24,19.8579
2022-05-25,19.8294
2022-05-26,19.7723
2022-05-27,19.598
2022-05-30,19.5491
2022-05-31,19.6602
2022-06-01,19.7039
2022-06-02,19.5409
2022-06-03,19.561
2022-06-06,19.5637
2022-06-07,19.5777
2022-06-08,19.579
2022-06-09,19.6772
2022-06-10,19.9801
2022-06-13,20.4607
2022-06-14,20.5817
2022-06-15,20.2462
2022-06-16,20.4106
2022-06-17,20.3512
2022-06-20,20.2806
2022-06-21,20.1495
2022-06-22,20.0568
2022-06-23,20.0103
2022-06-24,19.852
2022-06-27,19.9244
2022-06-28,20.14
2022-06-29,20.1261
2022-06-30,20.1159
2022-07-01,20.2436
2022-07-04,20.2979
2022-07-05,20.5316
2022-07-06,20.6567
2022-07-07,20.5026
2022-07-08,20.4681
2022-07-11,20.7363
2022-07-12,20.857
2022-07-13,20.7514
2022-07-14,20.8291
2022-07-15,20.5352
2022-07-18,20.4588
2022-07-19,20.5151
2022-07-20,20.5632
2022-07-21,20.638
2022-07-22,20.5485
2022-07-25,20.4544
2022-07-26,20.4699
2022-07-27,20.3837
2022-07-28,20.289
2022-07-29,20.3845
2022-08-01,20.3843
2022-08-02,20.7875
2022-08-03,20.4657
2022-08-04,20.3371
2022-08-05,20.4069
2022-08-08,20.2757
2022-08-09,20.245
2022-08-10,20.0335
2022-08-11,19.9316
2022-08-12,19.8463
2022-08-15,19.8352
2022-08-16,19.9038
2022-08-17,19.9747
2022-08-18,20.1374
2022-08-19,20.1668
2022-08-22,20.1513
2022-08-23,19.9947
2022-08-24,19.9101
2022-08-25,19.9319
2022-08-26,20.0045
2022-08-29,20.0307
2022-08-30,20.1589
2022-08-31,20.1461
2022-09-01,20.1827
2022-09-02,19.9563
2022-09-05,19.9845
2022-09-06,20.1425
2022-09-07,19.9808
2022-09-08,19.972
2022-09-09,19.884
2022-09-12,19.8607
2022-09-13,20.0843
2022-09-14,19.9559
2022-09-15,20.0687
2022-09-16,20.038
2022-09-19,19.92
2022-09-20,20.011
2022-09-21,20.0213
2022-09-22,19.9264
2022-09-23,20.1851
2022-09-26,20.4024
2022-09-27,20.3876
2022-09-28,20.1529
2022-09-29,20.1641
2022-09-30,20.137
2022-10-03,20.0409
2022-10-04,19.9796
2022-10-05,20.0732
2022-10-06,20.1268
2022-10-07,20.0607
2022-10-10,19.9847
2022-10-11,20.0763
2022-10-12,19.9921
2022-10-13,19.9956
2022-10-14,20.0593
2022-10-17,19.9941
2022-10-18,20.0292
2022-10-19,20.1145
2022-10-20,20.0522
2022-10-21,19.9204
2022-10-24,19.9433
2022-10-25,19.8816
2022-10-26,19.9543
2022-10-27,19.8512
2022-10-28,19.7947
2022-10-31,19.8145
2022-11-01,19.742
2022-11-02,19.6956
2022-11-03,19.6556
2022-11-04,19.526
2022-11-07,19.4511
2022-11-08,19.5299
2022-11-09,19.5801
2022-11-10,19.3189
2022-11-11,19.5031
2022-11-14,19.3529
2022-11-15,19.368
2022-11-16,19.3327
2022-11-17,19.4171
2022-11-18,19.4438
2022-11-21,19.5425
2022-11-22,19.4404
2022-11-23,19.3611
2022-11-24,19.3763
2022-11-25,19.3298
2022-11-28,19.3059
2022-11-29,19.2234
2022-11-30,19.2767
2022-12-01,19.1395
2022-12-02,19.3693
2022-12-05,19.715
2022-12-06,19.7736
2022-12-07,19.6645
2022-12-08,19.6376
2022-12-09,19.7648
2022-12-12,19.8598
2022-12-13,19.5392
2022-12-14,19.6382
2022-12-15,19.7778
2022-12-16,19.7972
2022-12-19,19.777
2022-12-20,19.7605
2022-12-21,19.6536
2022-12-22,19.5517
2022-12-23,19.3621
2022-12-27,19.4659
2022-12-28,19.4432
2022-12-29,19.4667
2022-12-30,19.488
2023-01-02,19.4575
2023-01-03,19.4103
2023-01-04,19.3657
2023-01-05,19.3234
2023-01-06,19.1351
2023-01-09,19.1415
2023-01-10,19.0698
2023-01-11,18.9445
2023-01-12,18.8498
2023-01-13,18.7739
2023-01-16,18.7861
2023-01-17,18.655
2023-01-18,18.8847
2023-01-19,18.9914
2023-01-20,18.8882
2023-01-23,18.8101
2023-01-24,18.7941
2023-01-25,18.8048
2023-01-26,18.7952
2023-01-27,18.7587
2023-01-30,18.7706
2023-01-31,18.828
2023-02-01,18.5976
2023-02-02,18.6637
2023-02-03,18.9718
2023-02-06,19.1687
2023-02-07,18.8862
2023-02-08,18.938
2023-02-09,18.7912
2023-02-10,18.6568
2023-02-13,18.5739
2023-02-14,18.5098
2023-02-15,18.5788
2023-02-16,18.5281
2023-02-17,18.3551
2023-02-20,18.3756
2023-02-21,18.4458
2023-02-22,18.366
2023-02-23,18.3704
2023-02-24,18.4088
2023-02-27,18.3698
2023-02-28,18.2996
2023-03-01,18.1149
2023-03-02,18.12
2023-03-03,17.9567
2023-03-06,18.0003
2023-03-07,18.1139
2023-03-08,17.9849
2023-03-09,18.3425
2023-03-10,18.5031
2023-03-13,18.8857
2023-03-14,18.5992
2023-03-15,18.9862
2023-03-16,18.7561
2023-03-17,18.914
2023-03-20,18.8132
2023-03-21,18.6141
2023-03-22,18.6168
2023-03-23,18.5817
2023-03-24,18.43
2023-03-27,18.3453
2023-03-28,18.2264
2023-03-29,18.0883
2023-03-30,18.0942
2023-03-31,18.0205
2023-04-03,18.0676
2023-04-04,18.1308
2023-04-05,18.3169
2023-04-06,18.2388
2023-04-10,18.1657
2023-04-11,18.1815
2023-04-12,18.0762
2023-04-13,18.01
2023-04-14,18.0264
2023-04-17,18.0334
2023-04-18,18.0476
2023-04-19,18.0464
2023-04-20,18.0035
2023-04-21,17.981
2023-04-24,17.9931
2023-04-25,18.0785
2023-04-26,18.1472
2023-04-27,18.0271
2023-04-28,17.9765
2023-05-01,17.9508
2023-05-02,17.9875
2023-05-03,17.9576
2023-05-04,17.9129
2023-05-05,17.7788
2023-05-08,17.7994
2023-05-09,17.7659
2023-05-10,17.559
2023-05-11,17.5843
2023-05-12,17.58
2023-05-15,17.4402
2023-05-16,17.502
2023-05-17,17.6146
2023-05-18,17.7244
2023-05-19,17.7518
2023-05-22,17.8815
2023-05-23,17.9667
2023-05-24,17.8053
2023-05-25,17.8516
2023-05-26,17.6196
2023-05-29,17.5856
2023-05-30,17.6556
2023-05-31,17.6805
2023-06-01,17.5562
2023-06-02,17.5502
2023-06-05,17.4684
2023-06-06,17.3902
2023-06-07,17.3613
2023-06-08,17.3748
2023-06-09,17.2718
2023-06-12,17.2853
2023-06-13,17.2363
2023-06-14,17.113
2023-06-15,17.1277
2023-06-16,17.0568
2023-06-19,17.0865
2023-06-20,17.2115
2023-06-21,17.126
2023-06-22,17.1844
2023-06-23,17.1727
2023-06-26,17.1324
2023-06-27,17.0885
2023-06-28,17.0853
2023-06-29,17.117
2023-06-30,17.1194
2023-07-03,17.057
2023-07-04,17.0551
2023-07-05,17.0142
2023-07-06,17.2388
2023-07-07,17.1432
2023-07-10,17.067
2023-07-11,17.0392
2023-07-12,16.8918
2023-07-13,16.8505
2023-07-14,16.7456
2023-07-17,16.7293
2023-07-18,16.7546
2023-07-19,16.7181
2023-07-20,16.8878
2023-07-21,16.9828
2023-07-24,16.8355
2023-07-25,16.9272
2023-07-26,16.8414
2023-07-27,16.8653
2023-07-28,16.681
2023-07-31,16.7455
2023-08-01,16.8884
2023-08-02,17.0358
2023-08-03,17.3368
2023-08-04,17.0943
2023-08-07,17.0747
2023-08-08,17.1193
2023-08-09,17.0598
2023-08-10,17.1165
2023-08-11,17.0064
2023-08-14,17.0642
2023-08-15,17.1301
2023-08-16,17.1358
2023-08-17,17.1195
2023-08-18,17.0424
2023-08-21,17.0265
2023-08-22,16.9198
2023-08-23,16.7975
2023-08-24,16.8301
2023-08-25,16.7536
2023-08-28,16.7914
2023-08-29,16.7965
2023-08-30,16.7561
2023-08-31,16.9941
2023-09-01,17.0915
2023-09-04,17.1843
2023-09-05,17.4152
2023-09-06,17.5682
2023-09-07,17.5898
2023-09-08,17.6096
2023-09-11,17.2792
2023-09-12,17.226
2023-09-13,17.1474
2023-09-14,17.1025
2023-09-15,17.069
2023-09-18,17.1341
2023-09-19,17.0786
2023-09-20,17.0918
2023-09-21,17.2335
2023-09-22,17.1838
2023-09-25,17.391
2023-09-26,17.5448
2023-09-27,17.6711
2023-09-28,17.5549
2023-09-29,17.4303
2023-10-02,17.6774
2023-10-03,18.0666
2023-10-04,17.9473
2023-10-05,18.2761
2023-10-06,18.1833
2023-10-09,18.2013
2023-10-10,17.9468
2023-10-11,17.831
2023-10-12,17.9963
2023-10-13,18.067
2023-10-16,17.891
2023-10-17,18.0155
2023-10-18,18.236
2023-10-19,18.2868
2023-10-20,18.2364
2023-10-23,18.1562
2023-10-24,18.2566
2023-10-25,18.3295
2023-10-26,18.1457
2023-10-27,18.106
2023-10-30,18.0643
2023-10-31,18.0571
2023-11-01,17.7749
2023-11-02,17.5291
2023-11-03,17.517
2023-11-06,17.5511
2023-11-07,17.4776
2023-11-08,17.5259
2023-11-09,17.8143
2023-11-10,17.6465
2023-11-13,17.6156
2023-11-14,17.353
2023-11-15,17.3033
2023-11-16,17.2405
2023-11-17,17.2258
2023-11-20,17.1085
2023-11-21,17.1998
2023-11-22,17.1931
2023-11-23,17.184
2023-11-24,17.121
2023-11-27,17.164
2023-11-28,17.1366
2023-11-29,17.278
2023-11-30,17.3896
2023-12-01,17.1929
2023-12-04,17.4665
2023-12-05,17.3802
2023-12-06,17.2787
2023-12-07,17.4605
2023-12-08,17.3624
2023-12-11,17.3886
2023-12-12,17.3148
2023-12-13,17.259
2023-12-14,17.2039
2023-12-15,17.2101
2023-12-18,17.1585
2023-12-19,17.0754
2023-12-20,17.1368
2023-12-21,17.0307
2023-12-22,16.9884
2023-12-26,16.9862
2023-12-27,16.9265
2023-12-28,16.9732
2023-12-29,16.9839
2024-01-02,17.0194
2024-01-03,17.0143
2024-01-04,17.0175
2024-01-05,16.8751
2024-01-08,16.8304
2024-01-09,16.9592
2024-01-10,16.9695
2024-01-11,16.9204
2024-01-12,16.8654
2024-01-15,16.9144
2024-01-16,17.2058
2024-01-17,17.1872
2024-01-18,17.1745
2024-01-19,17.0984
2024-01-22,17.1837
2024-01-23,17.313
2024-01-24,17.2205
2024-01-25,17.204
2024-01-26,17.1488
2024-01-29,17.2223
2024-01-30,17.1569
2024-01-31,17.2091
2024-02-01,17.0846
2024-02-02,17.1255
2024-02-05,17.115
2024-02-06,17.05
2024-02-07,17.0526
2024-02-08,17.1465
2024-02-09,17.0868
2024-02-12,17.074
2024-02-13,17.1999
2024-02-14,17.0856
2024-02-15,17.051
2024-02-16,17.0496
2024-02-19,17.0369
2024-02-20,17.0648
2024-02-21,17.0488
2024-02-22,17.1125
2024-02-23,17.1174
2024-02-26,17.0952
2024-02-27,17.0626
2024-02-28,17.0985
2024-02-29,17.0555
2024-03-01,17.0176
2024-03-04,16.9556
2024-03-05,16.942
2024-03-06,16.8828
2024-03-07,16.8843
2024-03-08,16.8098
2024-03-11,16.804
2024-03-12,16.7983
2024-03-13,16.6741
2024-03-14,16.704
2024-03-15,16.7153
2024-03-18,16.8285
2024-03-19,16.8059
2024-03-20,16.6838
2024-03-21,16.7392
2024-03-22,16.734
2024-03-25,16.6872
2024-03-26,16.6465
2024-03-27,16.5681
2024-03-28,16.6111
2024-04-01,16.6221
2024-04-02,16.5612
2024-04-03,16.5464
2024-04-04,16.5875
2024-04-05,16.4608
2024-04-08,16.3257
2024-04-09,16.3829
2024-04-10,16.4535
2024-04-11,16.4356
2024-04-12,16.6552
2024-04-15,16.7143
2024-04-16,17.0685
2024-04-17,16.9634
2024-04-18,17.0753
2024-04-19,17.1032
2024-04-22,17.1343
2024-04-23,16.9592
2024-04-24,17.0699
2024-04-25,17.1895
2024-04-26,17.1475
2024-04-29,17.0156
2024-04-30,17.153
2024-05-01,16.9934
2024-05-02,16.9758
2024-05-03,16.9692
2024-05-06,16.8842
2024-05-07,16.9055
2024-05-08,16.8995
2024-05-09,16.7891
2024-05-10,16.7842
2024-05-13,16.8081
2024-05-14,16.8534
2024-05-15,16.6821
2024-05-16,16.6828
2024-05-17,16.603
2024-05-20,16.5557
2024-05-21,16.635
2024-05-22,16.6468
2024-05-23,16.7221
2024-05-24,16.6875
2024-05-27,16.6716
2024-05-28,16.7956
2024-05-29,16.9801
2024-05-30,17.0196
2024-05-31,16.9656
2024-06-03,17.6893
2024-06-04,17.8384
2024-06-05,17.5044
2024-06-06,17.9687
2024-06-07,18.3538
2024-06-10,18.2365
2024-06-11,18.565
2024-06-12,18.7356
2024-06-13,18.416
2024-06-14,18.461
2024-06-17,18.5272
2024-06-18,18.4084
2024-06-19,18.433
2024-06-20,18.3523
2024-06-21,18.122
2024-06-24,17.9634
2024-06-25,18.1132
2024-06-26,18.3415
2024-06-27,18.4522
2024-06-28,18.2944
2024-07-01,18.3785
2024-07-02,18.2601
2024-07-03,18.1945
2024-07-04,18.1008
2024-07-05,18.0838
2024-07-08,18.0115
2024-07-09,17.9095
2024-07-10,17.8421
2024-07-11,17.7663
2024-07-12,17.6226
2024-07-15,17.7431
2024-07-16,17.6621
2024-07-17,17.6967
2024-07-18,17.97
2024-07-19,18.0797
