date,value
2015-12-31,4.311
2016-12-31,3.853
2017-12-31,3.419
2018-12-31,3.275
2019-12-31,3.477
2020-12-31,4.44
2021-12-31,4.019
2022-12-31,3.256
2023-12-31,2.765
2024-12-31,2.711
