date,value
2015-12-31,1213294467779.98
2016-12-31,1112233497452.7
2017-12-31,1190721475906.0
2018-12-31,1256300182775.8
2019-12-31,1304106203902.45
2020-12-31,1121064767401.51
2021-12-31,1316569466735.28
2022-12-31,1466464899303.68
2023-12-31,1793798859343.27
2024-12-31,1852722885258.11
