date,value
2019-02-14,21.913
2019-02-15,21.765
2019-02-18,21.805
2019-02-19,21.704
2019-02-20,21.73
2019-02-21,21.816
2019-02-22,21.781
2019-02-25,21.642
2019-02-26,21.714
2019-02-27,21.815
2019-02-28,21.907
2019-03-01,21.994
2019-03-04,21.937
2019-03-05,21.856
2019-03-06,21.8
2019-03-07,21.824
2019-03-08,21.96
2019-03-11,21.844
2019-03-12,21.768
2019-03-13,21.821
2019-03-14,21.882
2019-03-15,21.783
2019-03-18,21.748
2019-03-19,21.579
2019-03-20,21.517
2019-03-21,21.428
2019-03-22,21.445
2019-03-25,21.604
2019-03-26,21.508
2019-03-27,21.689
2019-03-28,21.784
2019-03-29,21.691
2019-04-01,21.644
2019-04-02,21.397
2019-04-03,21.52
2019-04-04,21.547
2019-04-05,21.498
2019-04-08,21.439
2019-04-09,21.348
2019-04-10,21.278
2019-04-11,21.283
2019-04-12,21.236
2019-04-15,21.25
2019-04-16,21.355
2019-04-17,21.281
2019-04-18,21.23
2019-04-23,21.236
2019-04-24,21.262
2019-04-25,21.3
2019-04-26,21.221
2019-04-29,21.127
2019-04-30,21.283
2019-05-02,21.247
2019-05-03,21.338
2019-05-06,21.324
2019-05-07,21.269
2019-05-08,21.371
2019-05-09,21.441
2019-05-10,21.559
2019-05-13,21.634
2019-05-14,21.518
2019-05-15,21.474
2019-05-16,21.316
2019-05-17,21.434
2019-05-20,21.339
2019-05-21,21.284
2019-05-22,21.234
2019-05-23,21.188
2019-05-24,21.306
2019-05-27,21.329
2019-05-28,21.38
2019-05-29,21.45
2019-05-30,21.309
2019-05-31,21.892
2019-06-03,22.113
2019-06-04,22.16
2019-06-05,22.089
2019-06-06,22.277
2019-06-07,22.25
2019-06-10,21.752
2019-06-11,21.678
2019-06-12,21.662
2019-06-13,21.638
2019-06-14,21.607
2019-06-17,21.529
2019-06-18,21.394
2019-06-19,21.454
2019-06-20,21.396
2019-06-21,21.57
2019-06-24,21.823
2019-06-25,21.904
2019-06-26,21.797
2019-06-27,21.74
2019-06-28,21.82
2019-07-01,21.702
2019-07-02,21.549
2019-07-03,21.482
2019-07-04,21.43
2019-07-05,21.387
2019-07-08,21.258
2019-07-09,21.183
2019-07-10,21.542
2019-07-11,21.589
2019-07-12,21.467
2019-07-15,21.347
2019-07-16,21.312
2019-07-17,21.394
2019-07-18,21.379
2019-07-19,21.354
2019-07-22,21.342
2019-07-23,21.308
2019-07-24,21.321
2019-07-25,21.114
2019-07-26,21.204
2019-07-29,21.205
2019-07-30,21.244
2019-07-31,21.2
2019-08-01,21.206
2019-08-02,21.454
2019-08-05,21.822
2019-08-06,21.87
2019-08-07,21.958
2019-08-08,21.925
2019-08-09,21.78
2019-08-12,21.997
2019-08-13,22.03
2019-08-14,21.813
2019-08-15,21.86
2019-08-16,21.632
2019-08-19,21.846
2019-08-20,21.944
2019-08-21,21.845
2019-08-22,21.862
2019-08-23,22.004
2019-08-26,22.115
2019-08-27,22.171
2019-08-28,22.139
2019-08-29,22.205
2019-08-30,22.157
2019-09-02,22.054
2019-09-03,21.948
2019-09-04,21.843
2019-09-05,21.707
2019-09-06,21.655
2019-09-09,21.525
2019-09-10,21.566
2019-09-11,21.456
2019-09-12,21.294
2019-09-13,21.507
2019-09-16,21.43
2019-09-17,21.492
2019-09-18,21.363
2019-09-19,21.443
2019-09-20,21.456
2019-09-23,21.335
2019-09-24,21.39
2019-09-25,21.507
2019-09-26,21.398
2019-09-27,21.464
2019-09-30,21.452
2019-10-01,21.559
2019-10-02,21.636
2019-10-03,21.628
2019-10-04,21.509
