fecha,tipo,Descriptores,valor
2012-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,21479008.347000003
2012-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.524210537807136
2012-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2012-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.524210537807112
2012-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,22071206.475000005
2012-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.774490095208563
2012-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2012-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.7744900952085385
2013-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,21025801.071
2013-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,-0.2749942954916804
2013-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2013-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-0.2749942954916789
2013-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,21893508.366000004
2013-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.7256457819612765
2013-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2013-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.7256457819612745
2013-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,21702816.348
2013-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.0419847945692453
2013-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2013-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.0419847945692486
2013-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,22268119.771
2013-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,0.892172778244074
2013-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2013-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,0.8921727782441025
2014-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,21547782.386
2014-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.4825751619991507
2014-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2014-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.4825751619991623
2014-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,22320155.957
2014-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.9487401647447768
2014-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2014-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.9487401647447744
2014-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,22258188.361
2014-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.558985912679404
2014-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2014-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.5589859126793923
2014-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,22939645.109
2014-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,3.015635558393811
2014-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2014-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.0156355583938184
2015-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,22169554.672
2015-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.885551166527378
2015-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2015-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.8855511665273603
2015-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,22843018.011
2015-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.34255555833613
2015-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2015-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.342555558336145
2015-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23011745.778000005
2015-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,3.385528978271907
2015-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2015-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.3855289782719096
2015-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23448298.577
2015-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.217355436769324
2015-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2015-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.217355436769324
2016-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,22537030.226
2016-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.6575684962410122
2016-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2016-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.6575684962410144
2016-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23359954.704
2016-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.2629964777468103
2016-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2016-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.262996477746815
2016-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23214541.76
2016-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,0.8812716077972453
2016-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2016-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,0.8812716077972624
2016-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23982436.29
2016-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.2779380399221054
2016-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2016-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.27793803992212
2017-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23306072.295
2017-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,3.4123487490946616
2017-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2017-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.4123487490946776
2017-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23710327.773
2017-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.4998876215286572
2017-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2017-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.4998876215286712
2017-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23491265.495
2017-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.1920275569548693
2017-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2017-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.1920275569548862
2017-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24328763.686
2017-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.4440876306816648
2017-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2017-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.44408763068166
2018-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23568377.991
2018-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.1254822034353396
2018-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2018-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.1254822034353429
2018-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24395720.482
2018-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.890692678573984
2018-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2018-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.890692678573963
2018-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24137288.445
2018-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.75005597351705
2018-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2018-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.750055973517062
2018-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24605294.572000004
2018-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.1366417528200683
2018-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2018-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.136641752820059
2019-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23790639.304
2019-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,0.943048830449328
2019-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2019-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,0.9430488304493176
2019-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24154852.039
2019-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,-0.987338919454018
2019-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2019-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-0.9873389194540136
2019-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24024898.625
2019-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,-0.465627364300218
2019-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2019-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-0.4656273643002392
2019-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24356533.571
2019-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,-1.0110059860168832
2019-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2019-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-1.0110059860168574
2020-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23449851.563
2020-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,-1.4324446545776652
2020-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2020-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-1.432444654577664
2020-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,19252778.618
2020-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,-20.294363273619723
2020-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2020-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-20.29436327361972
2020-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,22072295.697
2020-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,-8.127413807141508
2020-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2020-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-8.127413807141508
2020-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23504813.158
2020-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,-3.49688682306622
2020-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2020-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-3.496886823066222
2021-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,22841373.39
2021-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,-2.594806075276324
2021-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2021-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-2.594806075276309
2021-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23623591.38
2021-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,22.702243913580304
2021-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2021-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,22.70224391358034
2021-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23204689.858000003
2021-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,5.130386872960926
2021-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2021-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,5.1303868729609
2021-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23949669.824
2021-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.8926194520656736
2021-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2021-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.8926194520656745
2022-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,23441641.156999998
2022-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.627984564460533
2022-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2022-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.62798456446055
2022-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24309483.674
2022-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.9034209192285942
2022-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2022-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.9034209192285774
2022-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24288808.424999997
2022-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,4.671980421346731
2022-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2022-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,4.67198042134677
2022-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,25052440.725
2022-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,4.6045348812905615
2022-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2022-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,4.604534881290561
2023-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24350655.222000003
2023-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,3.877774849089704
2023-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2023-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.877774849089678
2023-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,25155913.814
2023-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,3.4818927104786326
2023-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2023-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.481892710478635
2023-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,25166520.575
2023-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,3.6136484534029023
2023-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2023-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.613648453402875
2023-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,25675317.333999995
2023-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.4862911196449744
2023-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2023-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.4862911196449917
2024-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24721687.629
2024-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.5237060506888582
2024-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2024-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.5237060506888729
2024-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,25717865.356
2024-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,2.2338744923162466
2024-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2024-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.2338744923162257
2024-09-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,25574159.183
2024-09-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,1.6197654609630092
2024-09-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2024-09-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.6197654609630152
2024-12-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,25767095.724
2024-12-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,0.3574576656876189
2024-12-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2024-12-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,0.3574576656876024
2025-03-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,24932209.251
2025-03-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,0.8515665482037917
2025-03-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2025-03-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,0.8515665482037944
2025-06-01,constante,Millones de pesos a precios de 2018 B.1bP---Producto interno bruto C1,25730206.131
2025-06-01,constante,Variación porcentual anual B.1bP---Producto interno bruto C1,0.0479852228369992
2025-06-01,constante,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2025-06-01,constante,Contribución a la variación nacional B.1bP---Producto interno bruto C1,0.047985222837014
1993-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,1591205.285
1993-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,
1993-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1993-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,
1993-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,1645078.943
1993-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,
1993-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1993-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,
1993-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,1662209.955
1993-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,
1993-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1993-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,
1993-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,1708617.37
1993-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,
1993-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
1993-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,
1994-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,1750226.2360000005
1994-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,9.99374200796474
1994-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1994-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,9.993742007964734
1994-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,1864368.817
1994-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,13.330051723846069
1994-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1994-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,13.330051723846058
1994-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,1878101.782
1994-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,12.98824052584861
1994-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1994-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,12.988240525848612
1994-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,1981408.604
1994-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,15.965612827639688
1994-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1994-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,15.965612827639694
1995-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,2126220.471
1995-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,21.48260763473091
1995-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1995-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,21.48260763473094
1995-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,2356508.357
1995-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,26.39711281976456
1995-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1995-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,26.397112819764565
1995-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,2504153.023
1995-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,33.334255203853445
1995-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1995-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,33.33425520385348
1995-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,2774687.614
1995-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,40.036114126008925
1995-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1995-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,40.03611412600891
1996-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,3014208.731
1996-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,41.7636962916815
1996-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
1996-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,41.7636962916815
1996-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,3185547.23
1996-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,35.180816165465444
1996-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1996-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,35.180816165465444
1996-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,3309766.859
1996-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,32.17111049527105
1996-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1996-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,32.171110495271044
1996-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,3627124.504
1996-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,30.72190489837249
1996-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1996-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,30.72190489837246
1997-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,3756065.136
1997-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,24.61197850601009
1997-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1997-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,24.611978506010097
1997-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,4058874.225
1997-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,27.41528949172101
1997-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1997-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,27.415289491721012
1997-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,4203179.298
1997-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,26.993213632876007
1997-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1997-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,26.993213632876007
1997-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,4561538.016000001
1997-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,25.761826233688083
1997-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
1997-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,25.76182623368806
1998-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,4764071.123000002
1998-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,26.836754702115527
1998-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
1998-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,26.836754702115485
1998-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,4997073.067000001
1998-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,23.11475522501564
1998-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
1998-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,23.11475522501563
1998-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,5181379.016999999
1998-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,23.27285251584333
1998-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
1998-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,23.272852515843347
1998-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,5429428.979
1998-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,19.0262792934268
1998-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
1998-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,19.026279293426803
1999-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,5661869.187
1999-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,18.845185993668423
1999-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
1999-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,18.845185993668466
1999-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,5934314.2700000005
1999-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,18.75580345601537
1999-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
