fecha,tipo,Descriptores,valor
2018-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.19732423643043
2018-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,25125695.324
2018-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.163261450551346
2018-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2018-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.163261450551362
2019-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,24545487.372
2019-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,5.883670250336408
2019-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2019-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,5.8836702503363965
2019-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,25036529.879
2019-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,3.7274134714365488
2019-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2019-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.7274134714365497
2019-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,25182903.648
2019-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,3.79319965448137
2019-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2019-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.793199654481368
2019-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,25722372.326
2019-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,2.3747681180789044
2019-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2019-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,2.374768118078926
2020-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,25329437.368
2020-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,3.193866082668535
2020-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2020-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,3.193866082668548
2020-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,20799029.431
2020-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,-16.925270668417625
2020-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2020-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-16.925270668417618
2020-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,24267753.186
2020-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,-3.634014864972414
2020-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2020-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,-3.634014864972408
2020-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,25950812.544
2020-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,0.8880993366583709
2020-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2020-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,0.8880993366583618
2021-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,25662775.08599999
2021-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,1.3160091681353947
2021-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2021-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,1.3160091681354245
2021-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,26635791.001
2021-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,28.062663161101995
2021-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2021-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,28.06266316110201
2021-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,26611648.207
2021-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,9.658475603551892
2021-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2021-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,9.658475603551906
2021-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,27849919.262
2021-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.3181011761386685
2021-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2021-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.3181011761386525
2022-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,27954717.871
2022-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.931001332939829
2022-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2022-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.931001332939793
2022-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,29440214.265999995
2022-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,10.52877785718738
2022-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2022-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,10.528777857187391
2022-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,29744393.704000004
2022-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,11.772083685428996
2022-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2022-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,11.772083685428974
2022-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,30962708.651
2022-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,11.177014050619746
2022-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2022-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,11.17701405061976
2023-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,30497488.36
2023-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,9.096033452148871
2023-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2023-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,9.09603345214888
2023-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,31664814.053
2023-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.556330150657757
2023-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2023-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.556330150657741
2023-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,32189998.889999997
2023-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,8.222071057616162
2023-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2023-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,8.222071057616201
2023-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,33390950.720000003
2023-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.842473009613698
2023-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2023-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.842473009613694
2024-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,32172775.324000005
2024-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,5.493196502690651
2024-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2024-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,5.493196502690624
2024-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,33974584.348
2024-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.294438208713132
2024-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2024-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.294438208713141
2024-09-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,34412849.204
2024-09-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,6.905406618981118
2024-09-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.00000000000004
2024-09-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,6.905406618981093
2024-12-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,35361827.124
2024-12-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,5.902426739887673
2024-12-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2024-12-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,5.902426739887691
2025-03-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,34666409.353
2025-03-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,7.750758223024093
2025-03-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,100.0
2025-03-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,7.750758223024104
2025-06-01,corriente,Millones de pesos a precios corrientes B.1bP---Producto interno bruto C1,35800605.491000004
2025-06-01,corriente,Variación porcentual anual B.1bP---Producto interno bruto C1,5.374668088051251
2025-06-01,corriente,Estructura porcentual B.1bP---Producto interno bruto C1,99.99999999999996
2025-06-01,corriente,Contribución a la variación nacional B.1bP---Producto interno bruto C1,5.374668088051217
1993-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,11.564787012889886
1993-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,
1993-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,11.84434996102527
1993-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,
1993-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,11.990366289337654
1993-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,
1993-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,12.137348536191585
1993-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,
1994-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,12.412881095355935
1994-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.33341722178524
1994-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,12.721653389336668
1994-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.406936059794162
1994-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,12.962409919504037
1994-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,8.106871856206467
1994-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,13.39960954314633
1994-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,10.399808518235162
1995-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,15.1397694796575
1995-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,21.9682148193765
1995-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,17.73485088671159
1995-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,39.40680777843707
1995-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,18.670656978980222
1995-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,44.03692750749386
1995-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,20.022824288656626
1995-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,49.42841598618037
1996-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,21.170689760431937
1996-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,39.8349544811621
1996-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,22.213143475239427
1996-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,25.2513687153882
1996-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,22.963940273186157
1996-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,22.994816406510974
1996-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,24.172519620780125
1996-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,20.72482519099165
1997-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,25.362381952734005
1997-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,19.799506958608177
1997-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,26.044576574761045
1997-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,17.24849571062485
1997-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,26.90163534056532
1997-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,17.147297112495167
1997-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,28.238812691688413
1997-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,16.821966161163687
1998-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,29.16085374960492
1998-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,14.976794387648011
1998-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,30.21278497818276
1998-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,16.00413195989904
1998-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,31.302131626917824
1998-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,16.357727813360626
1998-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,32.73231655097899
1998-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,15.912509879047292
1999-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,33.89331483158251
1999-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,16.228815255594853
1999-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,35.05388917241328
1999-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,16.02336294958036
1999-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,36.14049304144926
1999-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,15.456971021011086
1999-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,37.20831254075614
1999-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,13.674546935307802
2000-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,38.07748322193559
2000-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,12.345114106260809
2000-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,38.956379274950585
2000-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,11.132830606449474
2000-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,39.7701408173352
2000-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,10.043160650086122
2000-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,40.75982554518631
2000-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,9.544945099404911
2001-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,41.20800672546776
2001-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,8.22145593311889
2001-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,41.73515926161016
2001-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.13305506922805
2001-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,42.239391156964615
2001-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.208804617943684
2001-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,42.59871793323947
2001-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.511531547196057
2002-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,42.79750258711616
2002-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.8572500539465295
2002-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,44.07780961346898
2002-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.613133849985559
2002-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,44.71384616049775
2002-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.85816920120341
2002-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,45.3537229188023
2002-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.467342491106095
2003-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,45.961460239786064
2003-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.392855800941973
2003-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,45.64511927815327
2003-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.5557793783957976
2003-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,45.97259452068324
2003-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,2.8151198527348384
2003-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,46.99325095509335
2003-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.614980051861068
2004-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,48.01091407529418
2004-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.45907032721739
2004-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,49.450513075261306
2004-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,8.336912811901414
2004-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,50.44002677495617
2004-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,9.717598714736496
2004-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,51.6129759833098
2004-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,9.830613831401138
2005-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,51.71979963181332
2005-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.725088405320932
2005-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,52.34491058958095
2005-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.853119278893047
2005-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,53.28578574687425
2005-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.64186649744407
2005-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,53.90073580765233
2005-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.4325284112319565
2006-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,54.489774508535305
2006-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.355733967341479
2006-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,55.81385221562828
2006-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.627084824437191
2006-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,56.69651773892371
2006-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.400828934477218
2006-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,57.16386743776828
2006-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.053964906454354
2007-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,57.89043418489659
2007-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.240913468688717
2007-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,58.616150923169776
2007-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.0207942944257695
2007-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,59.84865431877857
2007-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.559665223832312
2007-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,61.54078444269858
2007-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.656789509029011
2008-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,61.78947712179098
2008-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.735211078986225
2008-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,63.119170617141386
2008-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.682216629805467
2008-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,64.10982010929533
2008-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.119902425575077
2008-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,63.91055053403198
2008-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.85072454437092
2009-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,65.65669150716921
2009-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,6.258694142621906
2009-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,66.21634616191254
2009-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.906869837624342
2009-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,66.82029486126022
2009-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.227862045696028
2009-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,67.45986816895237
2009-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.553570741078829
2010-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,68.96519946707657
2010-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.039102464592048
2010-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,68.6253632848102
2010-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.6381003521504023
2010-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,69.52209523537906
2010-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.043382896960594
2010-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,70.70681817929557
2010-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.813157953720349
2011-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,72.12334727077958
2011-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,4.579335415698566
2011-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,72.15392101145898
2011-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.141769103654113
2011-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,73.22678490986223
2011-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.328794625565166
2011-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,75.98702734995086
2011-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,7.467751069304171
2012-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,76.37975559106309
2012-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.901567912957887
2012-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,76.12852906109823
2012-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.508512903973767
2012-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,77.19642761028997
2012-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.421025524081301
2012-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,77.23755902655066
2012-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,1.645717328617934
2013-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,78.09530626943693
2013-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,2.246080345633601
2013-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,76.93823468768028
2013-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,1.0636034040959856
2013-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,78.24662293916951
2013-09-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,1.360419596333173
2013-12-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,78.90050638168898
2013-12-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,2.1530294018829323
2014-03-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,80.77047234943242
2014-03-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,3.4255145511125704
2014-06-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,80.83384888420383
2014-06-01,indice_fisico,Variación porcentual anual B.1bP---Producto interno bruto C1,5.063300727313575
2014-09-01,indice_fisico,Índice de precios implícitos base 2018 100 B.1bP---Producto interno bruto C1,81.85529747301253
